1	8
1	20
1	2
1	3
1	4
1	5
1	6
1	7
2	3
2	4
2	5
2	6
2	7
3	2
3	4
3	5
3	6
3	7
4	2
4	3
4	5
4	6
4	7
5	4
5	6
5	7
6	4
6	5
6	7
7	4
7	5
7	6
8	1
8	20
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
9	14
9	17
9	10
9	11
9	12
9	13
9	15
9	16
9	18
9	19
10	11
10	12
10	13
10	15
10	16
10	18
10	19
11	10
11	12
11	13
11	15
11	16
11	18
11	19
12	10
12	11
12	13
12	15
12	16
12	18
12	19
13	10
13	11
13	12
13	13
13	15
13	16
13	18
13	19
14	17
14	10
14	11
14	12
14	13
14	15
14	16
14	18
14	19
15	16
15	18
15	19
16	18
16	19
17	14
17	10
17	11
17	12
17	13
17	15
17	16
17	18
17	19
18	19
18	10
18	11
18	12
18	13
18	15
18	16
18	17
19	10
19	11
19	12
19	13
19	15
19	16
19	18
20	1
20	8
20	21
20	22
20	23
20	24
20	25
20	26
20	27
20	28
20	29
20	30
21	24
21	29
21	30
21	22
21	23
21	25
21	27
21	28
22	23
22	25
22	26
22	27
22	28
23	22
23	25
23	26
23	27
23	28
24	21
24	29
24	30
24	22
24	23
24	25
24	26
24	27
24	28
25	22
25	23
25	26
25	27
25	28
26	22
26	23
26	25
26	27
26	28
27	22
27	23
27	25
27	26
27	28
28	22
28	23
28	25
28	26
28	27
29	21
29	24
29	30
29	22
29	23
29	25
29	26
29	27
29	28
30	21
30	24
30	29
30	21
30	22
30	23
30	25
30	26
30	27
30	28
31	33
31	43
31	32
33	31
33	43
33	34
33	35
33	36
33	37
33	38
33	39
33	40
33	41
33	42
34	35
34	36
34	37
34	38
34	40
34	41
34	42
35	34
35	36
35	37
35	38
35	40
35	41
35	42
36	34
36	35
36	37
36	38
36	40
36	41
36	42
37	34
37	35
37	36
37	38
37	40
37	41
38	34
38	35
38	36
38	37
38	40
38	41
38	42
39	34
39	35
39	36
39	37
39	38
39	40
39	41
39	42
40	34
40	35
40	36
40	37
40	38
40	40
40	41
40	42
41	34
41	35
41	36
41	37
41	38
41	40
41	42
42	34
42	35
42	36
42	37
42	38
42	40
42	41
43	31
43	33
43	44
43	45
43	46
43	47
43	48
43	49
44	46
44	45
44	47
44	48
44	49
45	47
45	48
45	49
46	44
46	45
46	47
46	48
46	49
47	45
47	48
47	49
48	45
48	47
48	49
49	45
49	47
49	48
50	60
50	63
50	51
50	52
50	53
50	54
50	55
50	56
50	57
50	58
50	59
51	52
51	55
51	57
51	53
51	54
51	56
51	58
51	59
52	51
52	55
52	57
52	53
52	54
52	56
52	58
52	59
53	54
53	56
53	58
54	53
54	56
54	58
54	59
55	51
55	52
55	57
55	53
55	54
55	56
55	58
55	59
56	53
56	54
56	58
56	59
57	51
57	52
57	55
57	53
57	54
57	56
57	58
57	59
58	53
58	54
58	59
59	53
59	54
59	58
60	50
60	63
60	61
60	62
61	62
62	
63	50
63	60
63	64
63	65
63	66
63	67
63	68
63	69
64	65
64	66
64	67
64	68
64	69
65	66
65	67
65	68
65	69
66	65
66	67
66	68
66	69
67	65
67	66
67	68
67	69
68	65
68	66
68	67
68	69
69	65
69	66
69	67
69	68
70	93
70	101
70	71
70	72
70	73
70	74
70	75
70	76
70	77
70	78
70	79
70	80
70	81
70	82
70	83
70	84
70	85
70	86
70	87
70	88
70	89
70	90
70	91
70	92
71	78
71	84
71	88
71	89
71	72
71	73
71	74
71	75
71	76
71	77
71	79
71	81
71	82
71	83
71	85
71	86
71	87
71	90
71	91
71	92
72	73
72	74
72	75
72	76
72	77
72	79
72	81
72	82
72	83
72	85
72	86
72	87
72	90
72	91
72	92
73	72
73	74
73	75
73	76
73	77
73	79
73	81
73	82
73	83
73	85
73	86
73	87
73	90
73	91
73	92
74	72
74	73
74	75
74	76
74	77
74	79
74	81
74	82
74	83
74	85
74	86
74	87
74	90
74	91
74	92
75	72
75	73
75	74
75	76
75	77
75	79
75	81
75	82
75	83
75	85
75	86
75	87
75	90
75	91
75	92
76	72
76	73
76	74
76	75
76	77
76	79
76	81
76	82
76	83
76	85
76	86
76	87
76	90
76	91
76	92
77	72
77	73
77	74
77	75
77	76
77	79
77	81
77	82
77	83
77	85
77	86
77	87
77	90
77	91
77	92
78	71
78	80
78	84
78	88
78	89
78	72
78	73
78	74
78	75
78	76
78	77
78	79
78	81
78	82
78	83
78	85
78	86
78	87
78	90
78	91
78	92
79	72
79	73
79	74
79	75
79	76
79	77
79	81
79	82
79	83
79	85
79	86
79	87
79	90
79	91
79	92
80	71
80	78
80	84
80	88
80	89
80	72
80	73
80	74
80	75
80	76
80	77
80	79
80	81
80	82
80	83
80	85
80	86
80	87
80	90
80	91
80	92
81	72
81	73
81	74
81	75
81	76
81	77
81	79
81	82
81	83
81	85
81	86
81	87
81	90
81	91
81	92
82	72
82	73
82	74
82	75
82	76
82	77
82	79
82	81
82	83
82	85
82	86
82	87
82	90
82	91
82	92
83	72
83	73
83	74
83	75
83	76
83	77
83	79
83	81
83	82
83	83
83	85
83	86
83	87
83	90
83	91
83	92
84	71
84	78
84	80
84	88
84	89
84	72
84	73
84	74
84	75
84	76
84	77
84	79
84	81
84	82
84	83
84	85
84	86
84	87
84	90
84	91
84	92
85	72
85	73
85	74
85	75
85	76
85	77
85	79
85	81
85	82
85	83
85	86
85	87
85	90
85	91
85	92
86	72
86	73
86	74
86	75
86	76
86	77
86	79
86	81
86	82
86	83
86	85
86	87
86	90
86	91
86	92
87	72
87	73
87	74
87	75
87	76
87	77
87	79
87	81
87	82
87	83
87	85
87	86
87	90
87	91
87	92
88	71
88	78
88	80
88	84
88	89
88	72
88	73
88	74
88	75
88	76
88	77
88	79
88	81
88	82
88	83
88	85
88	86
88	87
88	90
88	91
88	92
89	71
89	78
89	80
89	84
89	88
89	72
89	73
89	74
89	75
89	76
89	77
89	79
89	81
89	82
89	83
89	85
89	86
89	87
89	90
89	91
89	92
90	72
90	73
90	74
90	75
90	76
90	77
90	79
90	81
90	82
90	83
90	85
90	86
90	87
90	91
90	92
91	72
91	73
91	74
91	75
91	76
91	77
91	79
91	81
91	82
91	83
91	85
91	86
91	87
91	90
91	92
92	72
92	73
92	74
92	75
92	76
92	77
92	79
92	81
92	82
92	83
92	85
92	86
92	87
92	90
92	91
93	70
93	101
93	94
93	95
93	96
93	97
93	98
93	99
93	100
94	95
94	96
94	97
94	98
94	99
94	100
95	96
95	97
95	98
95	99
95	100
96	95
96	97
96	98
96	99
96	100
97	95
97	96
97	98
97	99
97	100
98	95
98	96
98	97
98	99
98	100
99	95
99	96
99	97
99	98
99	100
100	95
100	96
100	97
100	98
100	99
101	70
101	93
101	102
101	103
101	104
101	105
101	106
101	107
101	108
101	109
101	110
101	111
101	112
101	113
101	114
102	103
102	109
102	110
102	112
102	104
102	105
102	106
102	107
102	108
102	111
102	113
102	114
103	102
103	109
103	110
103	112
103	104
103	105
103	106
103	107
103	108
103	111
103	113
103	114
104	105
104	106
104	107
104	108
104	111
104	113
104	114
105	104
105	106
105	107
105	108
105	111
105	113
105	114
106	104
106	105
106	107
106	108
106	111
106	113
106	114
107	104
107	105
107	106
107	108
107	111
107	113
107	114
108	104
108	105
108	106
108	107
108	111
108	113
108	114
109	102
109	103
109	110
109	112
109	104
109	105
109	106
109	107
109	108
109	111
109	113
109	114
110	102
110	103
110	109
110	112
110	104
110	105
110	106
110	107
110	108
110	111
110	113
110	114
111	104
111	105
111	106
111	107
111	108
111	113
111	114
112	102
112	103
112	109
112	110
112	104
112	105
112	106
112	107
112	108
112	111
112	113
112	114
113	104
113	105
113	106
113	107
113	108
113	111
113	114
114	104
114	105
114	106
114	107
114	108
114	111
114	113
115	121
115	126
115	132
115	116
115	117
115	118
115	119
115	120
116	117
116	118
116	119
116	120
117	116
117	118
117	119
117	120
118	116
118	117
118	119
118	120
119	116
119	117
119	118
119	120
120	116
120	117
120	118
120	119
121	115
121	126
121	132
121	122
121	123
121	124
121	125
122	123
122	124
122	125
